,tweet_id,Names,dog_gender,date,time,source,text,jpg_url,img_num,favorite_count,retweet_count,rating_numerator,rating_denominator,dog_stage,Breed,Confidence_level
2061,8.89639E+17,Ted,Male,7/25/2017,0:10,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,27466,4658,12,10,None,French_bulldog,0.99165
2015,8.79492E+17,Bailey,Male,6/27/2017,0:10,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,23656,3270,12,10,None,German_short-haired_pointer,0.479896
2526,6.74743E+17,Sophie,Female,12/10/2015,0:10,Twitter for iPhone,This is Sophie. She just saw a spider. 10/10 don't just stand there Sophie https://t.co/VagYftZccT,https://pbs.twimg.com/media/CV0rL7RWEAAbhqm.jpg,1,1485,599,10,10,None,Bernese_mountain_dog,0.583054
2024,8.81667E+17,Gary,Male,7/3/2017,0:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,51126,10955,13,10,None,Saluki,0.529012
3214,7.29464E+17,Pupcasso,Male,5/9/2016,0:11,Twitter for iPhone,Meet Pupcasso. You can't afford his art. 13/10 talented af https://t.co/f2VUpy4WO0,https://pbs.twimg.com/media/Ch-TXpFXAAAwPGf.jpg,1,0,0,13,10,None,German_shepherd,0.829307
1958,8.65359E+17,Sammy,Female,5/19/2017,0:12,Twitter for iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,27268,5278,13,10,None,Chesapeake_Bay_retriever,0.832435
3966,8.49052E+17,Kevin,Male,4/4/2017,0:12,Twitter for iPhone,This is Kevin. Kevin doesn't give a single h*ck. Will sit in the fountain if he wants to. 13/10 churlish af https://t.co/r6GjO6MbZz,https://pbs.twimg.com/media/C8hwNxbXYAAwyVG.jpg,1,0,0,13,10,None,NaN,0
3494,7.71501E+17,Dakota,Male,9/2/2016,0:12,Twitter for iPhone,This is Dakota. He's just saying hi. That's all. 12/10 someone wave back https://t.co/1tWe5zZoHv,https://pbs.twimg.com/media/CrTsCPHWYAANdzC.jpg,1,0,0,12,10,None,Labrador_retriever,0.833952
3131,7.14606E+17,Dogwithnoname,Unknown,3/29/2016,0:12,Twitter for iPhone,Here are two lil cuddly puppers. Both 12/10 would snug like so much https://t.co/zO4eb7C4tG,https://pbs.twimg.com/media/CerKYG8WAAM1aE-.jpg,1,3895,1027,12,10,None,Norfolk_terrier,0.293007
4546,6.73656E+17,Albert,Male,12/7/2015,0:12,Twitter for iPhone,This is Albert AKA King Banana Peel. He's a kind ruler of the kitchen. Very jubilant pupper. 10/10 overall great dog https://t.co/PN8hxgZ9We,https://pbs.twimg.com/media/CVlOy3pW4AQ9H1K.jpg,1,0,0,10,10,pupper,bull_mastiff,0.700625
2158,6.67496E+17,Philippe,Unknown,11/20/2015,0:12,Twitter Web Client,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,1,0,0,9,10,None,Chihuahua,0.143957
1998,8.75144E+17,Nugget,Unknown,6/15/2017,0:13,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,22214,5068,13,10,None,Siberian_husky,0.245048
3969,8.49777E+17,Dogwithnoname,Unknown,4/6/2017,0:13,Twitter for iPhone,Seriously guys? Again? We only rate dogs. Please stop submitting other things like this super good hammerhead shark. Thank you... 12/10 https://t.co/TCMC90mSOT,https://pbs.twimg.com/media/C8sDpDWWsAE5P08.jpg,2,0,0,12,10,None,Chihuahua,0.292092
3822,8.23323E+17,Wyatt,Male,1/23/2017,0:13,Twitter for iPhone,This is Wyatt. He's got the fastest paws in the West. H*ckin deadly. 11/10 would ride into the sunset with https://t.co/stkJ377KK7,https://pbs.twimg.com/media/C20HmaKWgAQ6-6X.jpg,2,0,0,11,10,None,Chihuahua,0.00183635
3542,7.78749E+17,Mya,Female,9/22/2016,0:13,Twitter for iPhone,"This is Mya (pronounced ""mmmyah?""). Her head is round af. 11/10 would pat accordingly https://t.co/1dpEuALnY0",https://pbs.twimg.com/media/Cs6r_-kVIAALh1p.jpg,1,0,0,11,10,None,Staffordshire_bullterrier,0.351434
3484,7.70414E+17,Al,Male,8/30/2016,0:14,Twitter for iPhone,Meet Al Cabone. He's a gangsta puppa. Rather h*ckin ruthless. Shows no mercy sometimes. 11/10 pet w extreme caution https://t.co/OUwWbEKOUV,https://pbs.twimg.com/media/CrEPsfWXEAAKvem.jpg,1,0,0,11,10,None,golden_retriever,0.0535696
3341,7.49396E+17,George,Male,7/3/2016,0:14,Twitter for iPhone,This is George. He just remembered that bees are dying globally at an alarming rate. Scary stuff George. 10/10 https://t.co/lznl6QGkYc,https://pbs.twimg.com/media/CmZjizYW8AA3FCN.jpg,1,9386,3903,10,10,None,Pomeranian,0.973715
3228,7.32726E+17,Aldrick,Male,5/18/2016,0:14,Twitter for iPhone,This is Aldrick. He looks wise af. Also exceptionally fluffy. Only two legs tho (unfortunate). 11/10 would still hug https://t.co/QwiCVLPMNL,https://pbs.twimg.com/media/CisqdVcXEAE3iW7.jpg,1,3813,989,11,10,None,Pomeranian,0.961902
4819,6.83079E+17,Dogwithnoname,Unknown,1/2/2016,0:14,Twitter for iPhone,Here we see a nifty leaping pupper. Feet look deadly. Sad that the holidays are over. 9/10 undeniably huggable https://t.co/ny8mnXhGOW,https://pbs.twimg.com/media/CXrIntsUsAEkv0d.jpg,1,2150,627,9,10,pupper,Eskimo_dog,0.0940442
1994,8.74058E+17,Dogwithnoname,Unknown,6/12/2017,0:15,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,22946,4082,12,10,None,flat-coated_retriever,0.832177
4010,8.59925E+17,Milky,Female,5/4/2017,0:15,Twitter for iPhone,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help clean. 12/10 very good girl https://t.co/g8vpXFzw29,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,1,19835,4291,12,10,None,French_bulldog,0.254587
3953,8.46154E+17,Vixen,Male,3/27/2017,0:15,Twitter for iPhone,This is Vixen. He really likes bananas. Steals them when he thinks nobody's watching. 13/10 opportunistic af https://t.co/a0CkS5ExFR,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg,1,34005,10061,13,10,None,giant_schnauzer,0.346468
3939,8.42892E+17,Dogwithnoname,Male,3/18/2017,0:15,Twitter for iPhone,RT @dog_rates: This is Stephan. He just wants to help. 13/10 such a good boy https://t.co/DkBYaCAg2d,https://pbs.twimg.com/ext_tw_video_thumb/807106774843039744/pu/img/8XZg1xW35Xp2J6JW.jpg,1,0,0,13,10,None,Chihuahua,0.50537
3643,7.94332E+17,Nimbus,Male,11/4/2016,0:15,Twitter for iPhone,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy https://t.co/SIQbb8c3AU,https://pbs.twimg.com/media/CwYJBiHXgAQlvrh.jpg,1,10587,3041,12,10,None,Samoyed,0.988307
2491,6.74019E+17,Acro,Female,12/8/2015,0:15,Twitter for iPhone,This is Acro. You briefly see her out of the corner of your eye. You look and she's not there. 10/10 mysterious pup https://t.co/fqiEsTduEs,https://pbs.twimg.com/media/CVqZBO8WUAAd931.jpg,1,1195,333,10,10,None,collie,0.992732
2197,6.68221E+17,Dogwithnoname,Unknown,11/22/2015,0:15,Twitter for iPhone,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,1,531,214,10,10,None,chow,0.395101
3965,8.48691E+17,Dogwithnoname,Unknown,4/3/2017,0:16,Twitter for iPhone,Please stop sending in animals other than dogs. We only rate dogs. Not Furry Ecuadorian Sea Turtles. Thank you... 12/10 https://t.co/UOE79zb6VU,https://pbs.twimg.com/media/C8cnjHuXsAAoZQf.jpg,1,26836,4756,12,10,None,flat-coated_retriever,0.823648
5279,7.28016E+17,Rueben,Male,5/5/2016,0:16,Twitter for iPhone,This is Rueben. He has reached ultimate pupper zen state. 11/10 tranquil af https://t.co/Z167HgtnBi,https://pbs.twimg.com/media/ChpuRyvVAAARMoq.jpg,1,4427,1209,11,10,pupper,cocker_spaniel,0.384559
2073,8.92177E+17,Tilly,Female,8/1/2017,0:17,Twitter for iPhone,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,0,0,13,10,None,Chihuahua,0.323581
2031,8.83118E+17,Dogwithnoname,Unknown,7/7/2017,0:17,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,37642,6837,13,10,None,golden_retriever,0.949562
3252,7.378E+17,Bella,Female,6/1/2016,0:17,Twitter for iPhone,This is Bella. She's ubering home after a few too many drinks. 10/10 socially conscious af https://t.co/KxkOgq80Xj,https://pbs.twimg.com/media/Cj0xdMBVAAEbDHp.jpg,1,10830,3857,10,10,None,malamute,0.374682
3170,7.20043E+17,Neptune,Male,4/13/2016,0:17,Twitter for iPhone,This is Neptune. He's a Snowy Swiss Mountain Floofapolis. Cheeky wink. Tongue nifty af. 11/10 would pet so firmly https://t.co/SoZq2Xoopv,https://pbs.twimg.com/media/Cf4bcm8XEAAX4xV.jpg,1,0,0,11,10,None,Samoyed,0.954517
4530,6.73295E+17,Eve,Female,12/6/2015,0:17,Twitter for iPhone,Meet Eve. She's a raging alcoholic 8/10 (would b 11/10 but pupper alcoholism is a tragic issue that I can't condone) https://t.co/U36HYQIijg,https://pbs.twimg.com/media/CVgGc9hWIAIe1bn.jpg,1,7944,3434,8,10,pupper,golden_retriever,0.889241
